sequence,v115@RhA8FeF8BeE8Je/EJvhFZmBumBcnBTjB6qBFqB,v115@RhA8FeF8BeE8Je/EJvhFalB5lBcnBTjBOrBlrB,v115@RhA8FeF8BeE8Jex/IvhFCiBTjBlkBXnBmqB8qB,v115@RhA8FeF8BeE8Jem/IvhFxhBTjB0kBFnBCrBfrB,v115@RhA8FeF8BeE8JeT/IvhFXhBGjBVqBRnByrB0qB,v115@RhA8FeF8BeE8JeT/IvhF0gBGjBVqBRnByrBXrB
JZSLIOT,O,O,X,X,X,X
JZSLOTI,O,O,O,O,X,X
JZSLOIT,O,O,X,X,X,X
JZSOTIL,O,O,O,X,X,X
JZSOTLI,O,O,O,O,X,X
JZSOITL,O,O,X,X,X,X
JZSOILT,O,O,X,X,X,X
JZSOLTI,O,O,O,O,X,X
JZSOLIT,O,O,X,X,X,X
JZOTILS,O,X,X,O,X,O
JZOTISL,O,O,X,X,O,O
JZOTLIS,O,X,X,O,X,O
JZOTLSI,O,X,X,O,X,X
JZOTSIL,O,O,O,X,O,O
JZOTSLI,O,O,O,O,X,X
JZOITLS,O,X,X,O,X,O
JZOITSL,O,O,X,X,O,O
JZOILTS,O,X,X,O,X,X
JZOILST,O,O,X,X,X,X
JZOISTL,O,O,X,X,X,X
JZOISLT,O,O,X,X,X,X
JZOLTIS,O,X,X,O,X,X
JZOLTSI,O,X,X,O,X,X
JZOLITS,O,X,X,O,X,X
JZOLIST,O,O,X,X,X,X
JZOLSTI,O,O,X,O,X,X
JZOLSIT,O,O,X,X,X,X
JZOSTIL,O,O,O,X,X,X
JZOSTLI,O,O,O,O,X,X
JZOSITL,O,O,X,X,X,X
JZOSILT,O,O,X,X,X,X
JZOSLTI,O,O,O,O,X,X
JZOSLIT,O,O,X,X,X,X
JOTILSZ,X,X,X,X,O,X
JOTILZS,X,X,X,X,X,O
JOTISLZ,X,O,O,X,O,X
JOTISZL,X,O,O,X,O,O
JOTIZLS,X,X,X,X,X,O
JOTIZSL,X,O,X,X,O,O
JOTLISZ,X,X,X,X,O,X
JOTLIZS,X,X,X,X,X,O
JOTLSIZ,X,X,O,X,O,X
JOTLSZI,X,X,O,X,X,X
JOTLZIS,X,X,X,O,X,O
JOTLZSI,X,X,X,O,X,X
JOTSILZ,X,O,O,X,O,X
JOTSIZL,X,O,O,X,O,O
JOTSLIZ,X,O,O,X,O,X
JOTSLZI,X,O,O,X,X,X
JOTSZIL,X,O,O,X,O,O
JOTSZLI,X,O,O,X,X,X
JOTZILS,X,X,X,O,X,O
JOTZISL,X,O,X,X,O,O
JOTZLIS,X,X,X,O,X,O
JOTZLSI,X,X,X,O,X,X
JOTZSIL,X,O,O,X,O,O
JOTZSLI,X,O,O,O,X,X
JOITLSZ,X,X,X,X,O,X
JOITLZS,X,X,X,X,X,O
JOITSLZ,X,O,O,X,O,X
JOITSZL,X,O,O,X,O,O
JOITZLS,X,X,X,X,X,O
JOITZSL,X,O,X,X,O,O
JOILTSZ,X,X,X,X,O,X
JOILTZS,X,X,X,X,X,O
JOILSTZ,X,O,X,X,X,X
JOILSZT,O,O,X,X,X,X
JOILZTS,O,X,X,X,X,X
JOILZST,O,O,X,X,X,X
JOISTLZ,X,O,O,X,O,X
JOISTZL,X,O,O,X,O,O
JOISLTZ,X,O,O,X,X,X
JOISLZT,O,O,X,X,X,X
JOISZTL,O,O,X,X,X,X
JOISZLT,O,O,X,X,X,X
JOIZTLS,O,X,X,X,X,O
JOIZTSL,O,O,X,X,O,O
JOIZLTS,O,X,X,X,X,X
JOIZLST,O,O,X,X,X,X
JOIZSTL,O,O,X,X,X,X
JOIZSLT,O,O,X,X,X,X
JOLTISZ,X,X,X,X,O,X
JOLTIZS,X,X,X,X,X,O
JOLTSIZ,X,X,O,X,O,X
JOLTSZI,X,X,O,X,X,X
JOLTZIS,X,X,X,O,X,O
JOLTZSI,X,X,X,O,X,X
JOLITSZ,X,X,X,X,O,X
JOLITZS,X,X,X,X,X,O
JOLISTZ,X,O,X,X,X,X
JOLISZT,O,O,X,X,X,X
JOLIZTS,O,X,X,X,X,X
JOLIZST,O,O,X,X,X,X
JOLSTIZ,X,O,O,X,X,X
JOLSTZI,X,O,O,X,X,X
JOLSITZ,X,O,O,X,X,X
JOLSIZT,O,O,X,X,X,X
JOLSZTI,O,O,O,X,X,X
JOLSZIT,O,O,X,X,X,X
JOLZTIS,O,X,X,O,X,X
JOLZTSI,O,X,X,O,X,X
JOLZITS,O,X,X,O,X,X
JOLZIST,O,O,X,X,X,X
JOLZSTI,O,O,X,O,X,X
JOLZSIT,O,O,X,X,X,X
JOSTILZ,X,O,O,X,O,X
JOSTIZL,X,O,O,X,O,O
JOSTLIZ,X,O,O,X,O,X
JOSTLZI,X,O,O,X,X,X
JOSTZIL,X,O,O,X,O,O
JOSTZLI,X,O,O,X,X,X
JOSITLZ,X,O,O,X,O,X
JOSITZL,X,O,O,X,O,O
JOSILTZ,X,O,O,X,X,X
JOSILZT,O,O,X,X,X,X
JOSIZTL,O,O,X,X,X,X
JOSIZLT,O,O,X,X,X,X
JOSLTIZ,X,O,O,X,X,X
JOSLTZI,X,O,O,X,X,X
JOSLITZ,X,O,O,X,X,X
JOSLIZT,O,O,X,X,X,X
JOSLZTI,O,O,O,X,X,X
JOSLZIT,O,O,X,X,X,X
JOSZTIL,O,O,O,X,X,X
JOSZTLI,O,O,O,X,X,X
JOSZITL,O,O,X,X,X,X
JOSZILT,O,O,X,X,X,X
JOSZLTI,O,O,O,X,X,X
JOSZLIT,O,O,X,X,X,X
JOZTILS,O,X,X,O,X,O
JOZTISL,O,O,X,X,O,O
JOZTLIS,O,X,X,O,X,O
JOZTLSI,O,X,X,O,X,X
JOZTSIL,O,O,O,X,O,O
JOZTSLI,O,O,O,O,X,X
JOZITLS,O,X,X,O,X,O
JOZITSL,O,O,X,X,O,O
JOZILTS,O,X,X,O,X,X
JOZILST,O,O,X,X,X,X
JOZISTL,O,O,X,X,X,X
JOZISLT,O,O,X,X,X,X
JOZLTIS,O,X,X,O,X,X
JOZLTSI,O,X,X,O,X,X
JOZLITS,O,X,X,O,X,X
JOZLIST,O,O,X,X,X,X
JOZLSTI,O,O,X,O,X,X
JOZLSIT,O,O,X,X,X,X
JOZSTIL,O,O,O,X,X,X
JOZSTLI,O,O,O,O,X,X
JOZSITL,O,O,X,X,X,X
JOZSILT,O,O,X,X,X,X
JOZSLTI,O,O,O,O,X,X
JOZSLIT,O,O,X,X,X,X
STILJZO,X,O,O,X,X,X
STILJOZ,X,O,O,X,O,X
STILZJO,O,O,X,X,X,X
STILZOJ,O,O,X,X,X,X
STILOJZ,X,O,O,X,O,X
STILOZJ,O,O,X,X,X,X
STIJLZO,X,O,O,X,X,X
STIJLOZ,X,O,O,X,O,X
STIJZLO,X,O,O,X,X,X
STIJZOL,X,O,O,X,O,O
STIJOLZ,X,O,O,X,O,X
STIJOZL,X,O,O,X,O,O
STIZLJO,O,O,X,X,X,X
STIZLOJ,O,O,X,X,X,X
STIZJLO,O,O,X,X,X,X
STIZJOL,O,O,X,X,O,O
STIZOLJ,O,O,X,X,X,X
STIZOJL,O,O,X,X,O,O
STIOLJZ,X,O,O,X,O,X
STIOLZJ,O,O,X,X,X,X
STIOJLZ,X,O,O,X,O,X
STIOJZL,X,O,O,X,O,O
STIOZLJ,O,O,X,X,X,X
STIOZJL,O,O,X,X,O,O
STLIJZO,X,O,O,X,X,X
STLIJOZ,X,O,O,X,O,X
STLIZJO,O,O,X,X,X,X
STLIZOJ,O,O,X,X,X,X
STLIOJZ,X,O,O,X,O,X
STLIOZJ,O,O,X,X,X,X
STLJIZO,X,O,O,X,X,X
STLJIOZ,X,O,O,X,O,X
STLJZIO,X,O,O,X,X,X
STLJZOI,X,O,O,X,X,X
STLJOIZ,X,O,O,X,O,X
STLJOZI,X,O,O,X,X,X
STLZIJO,O,O,X,O,X,X
STLZIOJ,O,O,X,O,X,X
STLZJIO,O,O,O,O,X,X
STLZJOI,O,O,O,O,X,X
STLZOIJ,O,O,X,O,X,X
STLZOJI,O,O,O,O,X,X
STLOIJZ,X,O,O,X,O,X
STLOIZJ,O,O,X,X,X,X
STLOJIZ,X,O,O,X,O,X
STLOJZI,X,O,O,X,X,X
STLOZIJ,O,O,X,O,X,X
STLOZJI,O,O,O,O,X,X
STJILZO,X,O,O,X,X,X
STJILOZ,X,O,O,X,O,X
STJIZLO,X,O,O,X,X,X
STJIZOL,X,O,O,X,O,O
STJIOLZ,X,O,O,X,O,X
STJIOZL,X,O,O,X,O,O
STJLIZO,X,O,O,X,X,X
STJLIOZ,X,O,O,X,O,X
STJLZIO,X,O,O,X,X,X
STJLZOI,X,O,O,X,X,X
STJLOIZ,X,O,O,X,O,X
STJLOZI,X,O,O,X,X,X
STJZILO,X,O,O,X,X,X
STJZIOL,X,O,O,X,O,O
STJZLIO,X,O,O,X,X,X
STJZLOI,X,O,O,X,X,X
STJZOIL,X,O,O,X,O,O
STJZOLI,X,O,O,X,X,X
STJOILZ,X,O,O,X,O,X
STJOIZL,X,O,O,X,O,O
STJOLIZ,X,O,O,X,O,X
STJOLZI,X,O,O,X,X,X
STJOZIL,X,O,O,X,O,O
STJOZLI,X,O,O,X,X,X
STZILJO,O,O,X,X,X,X
STZILOJ,O,O,X,X,X,X
STZIJLO,O,O,X,X,X,X
STZIJOL,O,O,X,X,O,O
STZIOLJ,O,O,X,X,X,X
STZIOJL,O,O,X,X,O,O
STZLIJO,O,O,X,O,X,X
STZLIOJ,O,O,X,O,X,X
STZLJIO,O,O,O,O,X,X
STZLJOI,O,O,O,O,X,X
STZLOIJ,O,O,X,O,X,X
STZLOJI,O,O,O,O,X,X
STZJILO,O,O,O,X,X,X
STZJIOL,O,O,O,X,O,O
STZJLIO,O,O,O,O,X,X
STZJLOI,O,O,O,O,X,X
STZJOIL,O,O,O,X,O,O
STZJOLI,O,O,O,O,X,X
STZOILJ,O,O,X,X,X,X
STZOIJL,O,O,X,X,O,O
STZOLIJ,O,O,X,O,X,X
STZOLJI,O,O,O,O,X,X
STZOJIL,O,O,O,X,O,O
STZOJLI,O,O,O,O,X,X
STOILJZ,X,O,O,X,O,X
STOILZJ,O,O,X,X,X,X
STOIJLZ,X,O,O,X,O,X
STOIJZL,X,O,O,X,O,O
STOIZLJ,O,O,X,X,X,X
STOIZJL,O,O,X,X,O,O
STOLIJZ,X,O,O,X,O,X
STOLIZJ,O,O,X,X,X,X
STOLJIZ,X,O,O,X,O,X
STOLJZI,X,O,O,X,X,X
STOLZIJ,O,O,X,O,X,X
STOLZJI,O,O,O,O,X,X
STOJILZ,X,O,O,X,O,X
STOJIZL,X,O,O,X,O,O
STOJLIZ,X,O,O,X,O,X
STOJLZI,X,O,O,X,X,X
STOJZIL,X,O,O,X,O,O
STOJZLI,X,O,O,X,X,X
STOZILJ,O,O,X,X,X,X
STOZIJL,O,O,X,X,O,O
STOZLIJ,O,O,X,O,X,X
STOZLJI,O,O,O,O,X,X
STOZJIL,O,O,O,X,O,O
STOZJLI,O,O,O,O,X,X
SITLJZO,X,O,O,X,X,X
SITLJOZ,X,O,O,X,O,X
SITLZJO,O,O,X,X,X,X
SITLZOJ,O,O,X,X,X,X
SITLOJZ,X,O,O,X,O,X
SITLOZJ,O,O,X,X,X,X
SITJLZO,X,O,O,X,X,X
SITJLOZ,X,O,O,X,O,X
SITJZLO,X,O,O,X,X,X
SITJZOL,X,O,O,X,O,O
SITJOLZ,X,O,O,X,O,X
SITJOZL,X,O,O,X,O,O
SITZLJO,O,O,X,X,X,X
SITZLOJ,O,O,X,X,X,X
SITZJLO,O,O,X,X,X,X
SITZJOL,O,O,X,X,O,O
SITZOLJ,O,O,X,X,X,X
SITZOJL,O,O,X,X,O,O
SITOLJZ,X,O,O,X,O,X
SITOLZJ,O,O,X,X,X,X
SITOJLZ,X,O,O,X,O,X
SITOJZL,X,O,O,X,O,O
SITOZLJ,O,O,X,X,X,X
SITOZJL,O,O,X,X,O,O
SILTJZO,X,O,O,X,X,X
SILTJOZ,X,O,O,X,X,X
SILTZJO,O,O,X,X,X,X
SILTZOJ,O,O,X,X,X,X
SILTOJZ,X,O,O,X,X,X
SILTOZJ,O,O,X,X,X,X
SILJTZO,X,O,O,X,X,X
SILJTOZ,X,O,O,X,X,X
SILJZTO,O,O,X,X,X,X
SILJZOT,O,O,X,X,X,X
SILJOTZ,X,O,O,X,X,X
SILJOZT,O,O,X,X,X,X
SILZTJO,O,O,X,X,X,X
SILZTOJ,O,O,X,X,X,X
SILZJTO,O,O,X,X,X,X
SILZJOT,O,O,X,X,X,X
SILZOTJ,O,O,X,X,X,X
SILZOJT,O,O,X,X,X,X
SILOTJZ,X,O,O,X,X,X
SILOTZJ,O,O,X,X,X,X
SILOJTZ,X,O,O,X,X,X
SILOJZT,O,O,X,X,X,X
SILOZTJ,O,O,X,X,X,X
SILOZJT,O,O,X,X,X,X
SIJTLZO,X,O,O,X,X,X
SIJTLOZ,X,O,O,X,O,X
SIJTZLO,X,O,O,X,X,X
SIJTZOL,X,O,O,X,O,O
SIJTOLZ,X,O,O,X,O,X
SIJTOZL,X,O,O,X,O,O
SIJLTZO,X,O,O,X,X,X
SIJLTOZ,X,O,O,X,X,X
SIJLZTO,O,O,X,X,X,X
SIJLZOT,O,O,X,X,X,X
SIJLOTZ,X,O,O,X,X,X
SIJLOZT,O,O,X,X,X,X
SIJZTLO,O,O,X,X,X,X
SIJZTOL,O,O,X,X,X,X
SIJZLTO,O,O,X,X,X,X
SIJZLOT,O,O,X,X,X,X
SIJZOTL,O,O,X,X,X,X
SIJZOLT,O,O,X,X,X,X
SIJOTLZ,X,O,O,X,O,X
SIJOTZL,X,O,O,X,O,O
SIJOLTZ,X,O,O,X,X,X
SIJOLZT,O,O,X,X,X,X
SIJOZTL,O,O,X,X,X,X
SIJOZLT,O,O,X,X,X,X
SIZTLJO,O,O,X,X,X,X
SIZTLOJ,O,O,X,X,X,X
SIZTJLO,O,O,X,X,X,X
SIZTJOL,O,O,X,X,X,X
SIZTOLJ,O,O,X,X,X,X
SIZTOJL,O,O,X,X,X,X
SIZLTJO,O,O,X,X,X,X
SIZLTOJ,O,O,X,X,X,X
SIZLJTO,O,O,X,X,X,X
SIZLJOT,O,O,X,X,X,X
SIZLOTJ,O,O,X,X,X,X
SIZLOJT,O,O,X,X,X,X
SIZJTLO,O,O,X,X,X,X
SIZJTOL,O,O,X,X,X,X
SIZJLTO,O,O,X,X,X,X
SIZJLOT,O,O,X,X,X,X
SIZJOTL,O,O,X,X,X,X
SIZJOLT,O,O,X,X,X,X
SIZOTLJ,O,O,X,X,X,X
SIZOTJL,O,O,X,X,X,X
SIZOLTJ,O,O,X,X,X,X
SIZOLJT,O,O,X,X,X,X
SIZOJTL,O,O,X,X,X,X
SIZOJLT,O,O,X,X,X,X
SIOTLJZ,X,O,O,X,O,X
SIOTLZJ,O,O,X,X,X,X
SIOTJLZ,X,O,O,X,O,X
SIOTJZL,X,O,O,X,O,O
SIOTZLJ,O,O,X,X,X,X
SIOTZJL,O,O,X,X,O,O
SIOLTJZ,X,O,O,X,X,X
SIOLTZJ,O,O,X,X,X,X
SIOLJTZ,X,O,O,X,X,X
SIOLJZT,O,O,X,X,X,X
SIOLZTJ,O,O,X,X,X,X
SIOLZJT,O,O,X,X,X,X
SIOJTLZ,X,O,O,X,O,X
SIOJTZL,X,O,O,X,O,O
SIOJLTZ,X,O,O,X,X,X
SIOJLZT,O,O,X,X,X,X
SIOJZTL,O,O,X,X,X,X
SIOJZLT,O,O,X,X,X,X
SIOZTLJ,O,O,X,X,X,X
SIOZTJL,O,O,X,X,X,X
SIOZLTJ,O,O,X,X,X,X
SIOZLJT,O,O,X,X,X,X
SIOZJTL,O,O,X,X,X,X
SIOZJLT,O,O,X,X,X,X
SLTIJZO,X,O,O,X,X,X
SLTIJOZ,X,O,O,X,X,X
SLTIZJO,O,O,X,X,X,X
SLTIZOJ,O,O,X,X,X,X
SLTIOJZ,X,O,O,X,X,X
SLTIOZJ,O,O,X,X,X,X
SLTJIZO,X,O,O,X,X,X
SLTJIOZ,X,O,O,X,X,X
SLTJZIO,X,O,O,X,X,X
SLTJZOI,X,O,O,X,X,X
SLTJOIZ,X,O,O,X,X,X
SLTJOZI,X,O,O,X,X,X
SLTZIJO,O,O,X,O,X,X
SLTZIOJ,O,O,X,O,X,X
SLTZJIO,O,O,O,O,X,X
SLTZJOI,O,O,O,O,X,X
SLTZOIJ,O,O,X,O,X,X
SLTZOJI,O,O,O,O,X,X
SLTOIJZ,X,O,O,X,X,X
SLTOIZJ,O,O,X,X,X,X
SLTOJIZ,X,O,O,X,X,X
SLTOJZI,X,O,O,X,X,X
SLTOZIJ,O,O,X,O,X,X
SLTOZJI,O,O,O,O,X,X
SLITJZO,X,O,O,X,X,X
SLITJOZ,X,O,O,X,X,X
SLITZJO,O,O,X,X,X,X
SLITZOJ,O,O,X,X,X,X
SLITOJZ,X,O,O,X,X,X
SLITOZJ,O,O,X,X,X,X
SLIJTZO,X,O,O,X,X,X
SLIJTOZ,X,O,O,X,X,X
SLIJZTO,O,O,X,X,X,X
SLIJZOT,O,O,X,X,X,X
SLIJOTZ,X,O,O,X,X,X
SLIJOZT,O,O,X,X,X,X
SLIZTJO,O,O,X,X,X,X
SLIZTOJ,O,O,X,X,X,X
SLIZJTO,O,O,X,X,X,X
SLIZJOT,O,O,X,X,X,X
SLIZOTJ,O,O,X,X,X,X
SLIZOJT,O,O,X,X,X,X
SLIOTJZ,X,O,O,X,X,X
SLIOTZJ,O,O,X,X,X,X
SLIOJTZ,X,O,O,X,X,X
SLIOJZT,O,O,X,X,X,X
SLIOZTJ,O,O,X,X,X,X
SLIOZJT,O,O,X,X,X,X
SLJTIZO,X,O,O,X,X,X
SLJTIOZ,X,O,O,X,X,X
SLJTZIO,X,O,O,X,X,X
SLJTZOI,X,O,O,X,X,X
SLJTOIZ,X,O,O,X,X,X
SLJTOZI,X,O,O,X,X,X
SLJITZO,X,O,O,X,X,X
SLJITOZ,X,O,O,X,X,X
SLJIZTO,O,O,X,X,X,X
SLJIZOT,O,O,X,X,X,X
SLJIOTZ,X,O,O,X,X,X
SLJIOZT,O,O,X,X,X,X
SLJZTIO,O,O,O,X,X,X
SLJZTOI,O,O,O,X,X,X
SLJZITO,O,O,X,X,X,X
SLJZIOT,O,O,X,X,X,X
SLJZOTI,O,O,O,X,X,X
SLJZOIT,O,O,X,X,X,X
SLJOTIZ,X,O,O,X,X,X
SLJOTZI,X,O,O,X,X,X
SLJOITZ,X,O,O,X,X,X
SLJOIZT,O,O,X,X,X,X
SLJOZTI,O,O,O,X,X,X
SLJOZIT,O,O,X,X,X,X
SLZTIJO,O,O,X,O,X,X
SLZTIOJ,O,O,X,O,X,X
SLZTJIO,O,O,O,O,X,X
SLZTJOI,O,O,O,O,X,X
SLZTOIJ,O,O,X,O,X,X
SLZTOJI,O,O,O,O,X,X
SLZITJO,O,O,X,X,X,X
SLZITOJ,O,O,X,X,X,X
SLZIJTO,O,O,X,X,X,X
SLZIJOT,O,O,X,X,X,X
SLZIOTJ,O,O,X,X,X,X
SLZIOJT,O,O,X,X,X,X
SLZJTIO,O,O,O,O,X,X
SLZJTOI,O,O,O,O,X,X
SLZJITO,O,O,X,X,X,X
SLZJIOT,O,O,X,X,X,X
SLZJOTI,O,O,O,O,X,X
SLZJOIT,O,O,X,X,X,X
SLZOTIJ,O,O,X,O,X,X
SLZOTJI,O,O,O,O,X,X
SLZOITJ,O,O,X,X,X,X
SLZOIJT,O,O,X,X,X,X
SLZOJTI,O,O,O,O,X,X
SLZOJIT,O,O,X,X,X,X
SLOTIJZ,X,O,O,X,X,X
SLOTIZJ,O,O,X,X,X,X
SLOTJIZ,X,O,O,X,X,X
SLOTJZI,X,O,O,X,X,X
SLOTZIJ,O,O,X,O,X,X
SLOTZJI,O,O,O,O,X,X
SLOITJZ,X,O,O,X,X,X
SLOITZJ,O,O,X,X,X,X
SLOIJTZ,X,O,O,X,X,X
SLOIJZT,O,O,X,X,X,X
SLOIZTJ,O,O,X,X,X,X
SLOIZJT,O,O,X,X,X,X
SLOJTIZ,X,O,O,X,X,X
SLOJTZI,X,O,O,X,X,X
SLOJITZ,X,O,O,X,X,X
SLOJIZT,O,O,X,X,X,X
SLOJZTI,O,O,O,X,X,X
SLOJZIT,O,O,X,X,X,X
SLOZTIJ,O,O,X,O,X,X
SLOZTJI,O,O,O,O,X,X
SLOZITJ,O,O,X,X,X,X
SLOZIJT,O,O,X,X,X,X
SLOZJTI,O,O,O,O,X,X
SLOZJIT,O,O,X,X,X,X
SJTILZO,X,O,O,X,X,X
SJTILOZ,X,O,O,X,O,X
SJTIZLO,X,O,O,X,X,X
SJTIZOL,X,O,O,X,O,O
SJTIOLZ,X,O,O,X,O,X
SJTIOZL,X,O,O,X,O,O
SJTLIZO,X,O,O,X,X,X
SJTLIOZ,X,O,O,X,O,X
SJTLZIO,X,O,O,X,X,X
SJTLZOI,X,O,O,X,X,X
SJTLOIZ,X,O,O,X,O,X
SJTLOZI,X,O,O,X,X,X
SJTZILO,X,O,O,X,X,X
SJTZIOL,X,O,O,X,O,O
SJTZLIO,X,O,O,X,X,X
SJTZLOI,X,O,O,X,X,X
SJTZOIL,X,O,O,X,O,O
SJTZOLI,X,O,O,X,X,X
SJTOILZ,X,O,O,X,O,X
SJTOIZL,X,O,O,X,O,O
SJTOLIZ,X,O,O,X,O,X
SJTOLZI,X,O,O,X,X,X
SJTOZIL,X,O,O,X,O,O
SJTOZLI,X,O,O,X,X,X
SJITLZO,X,O,O,X,X,X
SJITLOZ,X,O,O,X,O,X
SJITZLO,X,O,O,X,X,X
SJITZOL,X,O,O,X,O,O
SJITOLZ,X,O,O,X,O,X
SJITOZL,X,O,O,X,O,O
SJILTZO,X,O,O,X,X,X
SJILTOZ,X,O,O,X,X,X
SJILZTO,O,O,X,X,X,X
SJILZOT,O,O,X,X,X,X
SJILOTZ,X,O,O,X,X,X
SJILOZT,O,O,X,X,X,X
SJIZTLO,O,O,X,X,X,X
SJIZTOL,O,O,X,X,X,X
SJIZLTO,O,O,X,X,X,X
SJIZLOT,O,O,X,X,X,X
SJIZOTL,O,O,X,X,X,X
SJIZOLT,O,O,X,X,X,X
SJIOTLZ,X,O,O,X,O,X
SJIOTZL,X,O,O,X,O,O
SJIOLTZ,X,O,O,X,X,X
SJIOLZT,O,O,X,X,X,X
SJIOZTL,O,O,X,X,X,X
SJIOZLT,O,O,X,X,X,X
SJLTIZO,X,O,O,X,X,X
SJLTIOZ,X,O,O,X,X,X
SJLTZIO,X,O,O,X,X,X
SJLTZOI,X,O,O,X,X,X
SJLTOIZ,X,O,O,X,X,X
SJLTOZI,X,O,O,X,X,X
SJLITZO,X,O,O,X,X,X
SJLITOZ,X,O,O,X,X,X
SJLIZTO,O,O,X,X,X,X
SJLIZOT,O,O,X,X,X,X
SJLIOTZ,X,O,O,X,X,X
SJLIOZT,O,O,X,X,X,X
SJLZTIO,O,O,O,X,X,X
SJLZTOI,O,O,O,X,X,X
SJLZITO,O,O,X,X,X,X
SJLZIOT,O,O,X,X,X,X
SJLZOTI,O,O,O,X,X,X
SJLZOIT,O,O,X,X,X,X
SJLOTIZ,X,O,O,X,X,X
SJLOTZI,X,O,O,X,X,X
SJLOITZ,X,O,O,X,X,X
SJLOIZT,O,O,X,X,X,X
SJLOZTI,O,O,O,X,X,X
SJLOZIT,O,O,X,X,X,X
SJZTILO,O,O,O,X,X,X
SJZTIOL,O,O,O,X,X,X
SJZTLIO,O,O,O,X,X,X
SJZTLOI,O,O,O,X,X,X
SJZTOIL,O,O,O,X,X,X
SJZTOLI,O,O,O,X,X,X
SJZITLO,O,O,X,X,X,X
SJZITOL,O,O,X,X,X,X
SJZILTO,O,O,X,X,X,X
SJZILOT,O,O,X,X,X,X
SJZIOTL,O,O,X,X,X,X
SJZIOLT,O,O,X,X,X,X
SJZLTIO,O,O,O,X,X,X
SJZLTOI,O,O,O,X,X,X
SJZLITO,O,O,X,X,X,X
SJZLIOT,O,O,X,X,X,X
SJZLOTI,O,O,O,X,X,X
SJZLOIT,O,O,X,X,X,X
SJZOTIL,O,O,O,X,X,X
SJZOTLI,O,O,O,X,X,X
SJZOITL,O,O,X,X,X,X
SJZOILT,O,O,X,X,X,X
SJZOLTI,O,O,O,X,X,X
SJZOLIT,O,O,X,X,X,X
SJOTILZ,X,O,O,X,O,X
SJOTIZL,X,O,O,X,O,O
SJOTLIZ,X,O,O,X,O,X
SJOTLZI,X,O,O,X,X,X
SJOTZIL,X,O,O,X,O,O
SJOTZLI,X,O,O,X,X,X
SJOITLZ,X,O,O,X,O,X
SJOITZL,X,O,O,X,O,O
SJOILTZ,X,O,O,X,X,X
SJOILZT,O,O,X,X,X,X
SJOIZTL,O,O,X,X,X,X
SJOIZLT,O,O,X,X,X,X
SJOLTIZ,X,O,O,X,X,X
SJOLTZI,X,O,O,X,X,X
SJOLITZ,X,O,O,X,X,X
SJOLIZT,O,O,X,X,X,X
SJOLZTI,O,O,O,X,X,X
SJOLZIT,O,O,X,X,X,X
SJOZTIL,O,O,O,X,X,X
SJOZTLI,O,O,O,X,X,X
SJOZITL,O,O,X,X,X,X
SJOZILT,O,O,X,X,X,X
SJOZLTI,O,O,O,X,X,X
SJOZLIT,O,O,X,X,X,X
SZTILJO,O,O,X,X,X,X
SZTILOJ,O,O,X,X,X,X
SZTIJLO,O,O,X,X,X,X
SZTIJOL,O,O,X,X,X,X
SZTIOLJ,O,O,X,X,X,X
SZTIOJL,O,O,X,X,X,X
SZTLIJO,O,O,X,O,X,X
SZTLIOJ,O,O,X,O,X,X
SZTLJIO,O,O,O,O,X,X
SZTLJOI,O,O,O,O,X,X
SZTLOIJ,O,O,X,O,X,X
SZTLOJI,O,O,O,O,X,X
SZTJILO,O,O,O,X,X,X
SZTJIOL,O,O,O,X,X,X
SZTJLIO,O,O,O,O,X,X
SZTJLOI,O,O,O,O,X,X
SZTJOIL,O,O,O,X,X,X
SZTJOLI,O,O,O,O,X,X
SZTOILJ,O,O,X,X,X,X
SZTOIJL,O,O,X,X,X,X
SZTOLIJ,O,O,X,O,X,X
SZTOLJI,O,O,O,O,X,X
SZTOJIL,O,O,O,X,X,X
SZTOJLI,O,O,O,O,X,X
SZITLJO,O,O,X,X,X,X
SZITLOJ,O,O,X,X,X,X
SZITJLO,O,O,X,X,X,X
SZITJOL,O,O,X,X,X,X
SZITOLJ,O,O,X,X,X,X
SZITOJL,O,O,X,X,X,X
SZILTJO,O,O,X,X,X,X
SZILTOJ,O,O,X,X,X,X
SZILJTO,O,O,X,X,X,X
SZILJOT,O,O,X,X,X,X
SZILOTJ,O,O,X,X,X,X
SZILOJT,O,O,X,X,X,X
SZIJTLO,O,O,X,X,X,X
SZIJTOL,O,O,X,X,X,X
SZIJLTO,O,O,X,X,X,X
SZIJLOT,O,O,X,X,X,X
SZIJOTL,O,O,X,X,X,X
SZIJOLT,O,O,X,X,X,X
SZIOTLJ,O,O,X,X,X,X
SZIOTJL,O,O,X,X,X,X
SZIOLTJ,O,O,X,X,X,X
SZIOLJT,O,O,X,X,X,X
SZIOJTL,O,O,X,X,X,X
SZIOJLT,O,O,X,X,X,X
SZLTIJO,O,O,X,O,X,X
SZLTIOJ,O,O,X,O,X,X
SZLTJIO,O,O,O,O,X,X
SZLTJOI,O,O,O,O,X,X
SZLTOIJ,O,O,X,O,X,X
SZLTOJI,O,O,O,O,X,X
SZLITJO,O,O,X,X,X,X
SZLITOJ,O,O,X,X,X,X
SZLIJTO,O,O,X,X,X,X
SZLIJOT,O,O,X,X,X,X
SZLIOTJ,O,O,X,X,X,X
SZLIOJT,O,O,X,X,X,X
